citation_key,year,title,authors,venue,work_type,doi,openalex_id,abstract,official_url,team_scope,team_evidence,affiliations,cited_by_count,source_verified,source_verification,screening_status,screening_reason,pdf,download_status,download_source,sha256,pages,analysis_status,cross_team_duplicate_of
iot-oriented-uplink-multi-user-digital-semantic-communication-system-based-on-model-division-multiple-access-2026,2026,IoT-Oriented Uplink Multi-User Digital Semantic Communication System Based on Model Division Multiple Access,Di Wu; Zhi Zhang; Na Zhang; Yue Meng; Xiaoqi Qin; Yiming Liu; Ping Zhang,IEEE Transactions on Network Science and Engineering,article,10.1109/tnse.2026.3685138,https://openalex.org/W7154702427,"To support the transmission of massive data generated by large-scale distributed intelligent devices in the Internet of Things (IoT) scenario, in this paper, an uplink multi-user digital semantic communication system based on model division multiple access (MDMA) is established. At first, in order to be compatible with existing digital communication equipment, a bit codec model is designed to map the semantic information into bit sequences, which can solve the problem of information loss caused by traditional quantization and codec methods. Next, to meet the connection requirements of massive IoT devices, as well as reduce interference between devices, a joint deep adversarial semantic decomposition (JDASD) algorithm is proposed to derive multiple mutually exclusive semantic models, forming the model resource pool as a new kind of access resource. Finally, we design an uplink MDMA proof-of-concept prototype system applying the universal software radio peripheral (USRP) and implement the proposed JDASD algorithm combining the bit codec model. Numerous simulations and prototype experiments demonstrate the effectiveness and feasibility of the proposed scheme, which achieves better performance in the MDMA system compared to the latest existing schemes.",https://doi.org/10.1109/tnse.2026.3685138,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2026_Wu_IoT_Oriented_Uplink_Multi_User_Digital_Semantic_Communication_System_Based_on_Model_Divisi.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\IoT-Oriented_Uplink_Multi-User_Digital_Semantic_Communication_System_Based_on_Model_Division_Multiple_Access.pdf,65ed94c1f9c5e66d5197ed56d513b4052c3d142d6f59b9d9b228844dfe5c3ce6,26,fulltext_evidence_extracted,
proof-of-unlearning-for-semantic-knowledge-bases-in-large-language-models-enabled-semantic-communication-2026,2026,Proof of Unlearning for Semantic Knowledge Bases in Large Language Models-Enabled Semantic Communication,Yijing Lin; Ze Chai; Jiacheng Wang; Zhipeng Gao; Nan Ma; Ping Zhang; Dusit Niyato,IEEE Communications Magazine,article,10.1109/mcom.001.2500479,,,https://doi.org/10.1109/mcom.001.2500479,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Lin_Proof_of_Unlearning_for_Semantic_Knowledge_Bases_in_Large_Language_Models_Enabled_Semantic.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Proof_of_Unlearning_for_Semantic_Knowledge_Bases_in_Large_Language_Models-Enabled_Semantic_Communication.pdf,42d24dfeef6809993df09fed041d610c80bbe695bcf825c654c296e904e57b59,7,fulltext_evidence_extracted,
robust-information-bottleneck-guided-non-autoregressive-semantic-communication-with-synonymous-mapping-2026,2026,Robust Information Bottleneck Guided Non-Autoregressive Semantic Communication With Synonymous Mapping,Mingtong Zhang; Haixia Zhang; Dongfeng Yuan; Ping Zhang,IEEE Transactions on Wireless Communications,article,10.1109/twc.2026.3679533,,,https://doi.org/10.1109/twc.2026.3679533,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Zhang_Robust_Information_Bottleneck_Guided_Non_Autoregressive_Semantic_Communication_With_Synony.pdf,downloaded,reused local corpus: information-bottleneck-semantic-communications\papers\2026_Wu_RIB_NASC_Synonymous_Mapping.pdf,42fb4d66ab8e127aa5f932d9215a4e390b8f2aaf0e1e3ec25447e9710367df89,16,fulltext_evidence_extracted,
s-mdma-sensitivity-aware-model-division-multiple-access-for-satellite-ground-semantic-communication-2026,2026,S-MDMA: Sensitivity-Aware Model Division Multiple Access for Satellite-Ground Semantic Communication,Hui Cao; Rui Meng; Shujun Han; Song Gao; Xiaodong Xu; Ping Zhang,IEEE Transactions on Network Science and Engineering,article,10.1109/tnse.2026.3679535,,,https://doi.org/10.1109/tnse.2026.3679535,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Cao_S_MDMA_Sensitivity_Aware_Model_Division_Multiple_Access_for_Satellite_Ground_Semantic_Comm.pdf,downloaded,https://arxiv.org/pdf/2601.17731,f7c2ab6c1d0b76541a859d70eaa43007c2876856877849efd532618621892dc8,16,fulltext_evidence_extracted,
s2ie-semantic-and-side-information-embedded-papr-reduction-for-ofdm-based-semantic-communications-2026,2026,S2IE: Semantic and Side Information-Embedded PAPR Reduction for OFDM-Based Semantic Communications,Chenyao Liu; Weiyu Zhao; Yimeng Zhang; Liyang Lu; Wenjun Xu; Nan Ma; Ping Zhang,IEEE Transactions on Network Science and Engineering,article,10.1109/tnse.2026.3697611,,,https://doi.org/10.1109/tnse.2026.3697611,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Liu_S2IE_Semantic_and_Side_Information_Embedded_PAPR_Reduction_for_OFDM_Based_Semantic_Communi.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\S2IE_Semantic_and_Side_Information-Embedded_PAPR_Reduction_for_OFDM-Based_Semantic_Communications.pdf,b5198a898543229d948ebab78eb66c5b7530119641096441ceb046e3f4301c8c,17,fulltext_evidence_extracted,
spharq-based-semantic-communication-2026,2026,SPHARQ-Based Semantic Communication,Wannian An; Chen Dong; Haotai Liang; Xiaodong Xu; Rui Meng; Ping Zhang,IEEE Transactions on Wireless Communications,article,10.1109/twc.2025.3649359,,,https://doi.org/10.1109/twc.2025.3649359,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_An_SPHARQ_Based_Semantic_Communication.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\SPHARQ-Based_Semantic_Communication.pdf,a9f73f7d0fbff74d3d96372b34133ecf2562c73f802c8615780b4b7ac7995929,17,fulltext_evidence_extracted,
svwit-synonymous-variational-wireless-image-transmission-for-semantic-communication-2026,2026,SVWIT: Synonymous Variational Wireless Image Transmission for Semantic Communication,Zijian Liang; Sen Wang; Kai Niu; Changshuo Wang; Jin Xu; Ping Zhang,IEEE Transactions on Network Science and Engineering,article,10.1109/tnse.2026.3695381,,,https://doi.org/10.1109/tnse.2026.3695381,direct,"补充数据库轮次核验：指定负责人直接署名（Kai Niu, Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。",,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Liang_SVWIT_Synonymous_Variational_Wireless_Image_Transmission_for_Semantic_Communication.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\SVWIT_Synonymous_Variational_Wireless_Image_Transmission_for_Semantic_Communication.pdf,55c93d607ac76710664d1cf6c5d7054d9076a46a34ffcefed828315d176c7456,19,fulltext_evidence_extracted,
secure-intellicise-wireless-network-agentic-ai-for-coverless-semantic-steganography-communication-2026,2026,Secure Intellicise Wireless Network: Agentic AI for Coverless Semantic Steganography Communication,Rui Meng; Song Gao; Bingxuan Xu; Xiaodong Xu; Jianqiao Chen; Nan Ma; Pei Xiao; Ping Zhang; Rahim Tafazolli,IEEE Transactions on Cognitive Communications and Networking,article,10.1109/tccn.2026.3692413,,,https://doi.org/10.1109/tccn.2026.3692413,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Meng_Secure_Intellicise_Wireless_Network_Agentic_AI_for_Coverless_Semantic_Steganography_Commun.pdf,downloaded,https://arxiv.org/pdf/2601.16472,ff831f82da80f00a0417a29e57735705ffdadf6f442cb7a689aa3fa49d8bcb4a,16,fulltext_evidence_extracted,
semantic-communication-for-high-speed-mobility-scenarios-a-semantic-otfs-scheme-2026,2026,Semantic Communication for High-Speed Mobility Scenarios: A Semantic-OTFS Scheme,Yucheng Liu; Chen Dong; Haotai Liang; Weizhi Li; Xiaodong Xu; Ping Zhang,IEEE Transactions on Vehicular Technology,article,10.1109/tvt.2026.3670829,,,https://doi.org/10.1109/tvt.2026.3670829,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Liu_Semantic_Communication_for_High_Speed_Mobility_Scenarios_A_Semantic_OTFS_Scheme.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Semantic_Communication_for_High-Speed_Mobility_Scenarios_A_Semantic-OTFS_Scheme.pdf,7dcf42c088ea7a9b0d2cfb95dd6b5baeb2f7c7c3ea86689ad9e96c6e921470fd,15,fulltext_evidence_extracted,
semantic-communications-for-uav-data-aggregation-a-layered-design-against-alterable-hovering-position-2026,2026,Semantic Communications for UAV Data Aggregation: A Layered Design Against Alterable Hovering Position,Lan Lin; Wenjun Xu; Yimeng Zhang; Xin Yuan; Jinglin Zhang; Zhu Han; Ping Zhang,IEEE Transactions on Wireless Communications,article,10.1109/twc.2025.3614182,,,https://doi.org/10.1109/twc.2025.3614182,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Lin_Semantic_Communications_for_UAV_Data_Aggregation_A_Layered_Design_Against_Alterable_Hoveri.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Semantic_Communications_for_UAV_Data_Aggregation_A_Layered_Design_Against_Alterable_Hovering_Position.pdf,b4a96b414d36c6e8469e5535f822dbe805a84b68febf2d22689f76be69f53fe8,17,fulltext_evidence_extracted,
semantic-knowledge-base-based-dual-mode-video-semantic-communication-2026,2026,Semantic Knowledge Base Based Dual-mode Video Semantic Communication,Zhicheng Bao; Long Liu; Nan Ma; Chen Dong; Hao Chen; Xiaodong Xu; Ping Zhang,ICC 2026 - IEEE International Conference on Communications,proceedings-article,10.1109/icc59461.2026.11587854,,,https://doi.org/10.1109/icc59461.2026.11587854,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Bao_Semantic_Knowledge_Base_Based_Dual_mode_Video_Semantic_Communication.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Semantic_Knowledge_Base_Based_Dual-mode_Video_Semantic_Communication.pdf,18f9b6a6c29447ceaf41453bf7d8e31f3d57b43a2f782a706cf2eba30aeb7948,6,fulltext_evidence_extracted,
semantic-knowledge-base-enhanced-joint-source-channel-coding-framework-for-robust-semantic-communications-2026,2026,Semantic Knowledge Base-Enhanced Joint Source-Channel Coding Framework for Robust Semantic Communications,Haixiao Gao; Mengying Sun; Yanhan Wang; Xiaodong Xu; Zechuan Fang; Nan Ma; Ping Zhang,2026 IEEE Wireless Communications and Networking Conference (WCNC),proceedings-article,10.1109/wcnc65185.2026.11555589,,,https://doi.org/10.1109/wcnc65185.2026.11555589,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Gao_Semantic_Knowledge_Base_Enhanced_Joint_Source_Channel_Coding_Framework_for_Robust_Semantic.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Semantic_Knowledge_Base-Enhanced_Joint_Source-Channel_Coding_Framework_for_Robust_Semantic_Communications.pdf,b02307dc09e4a06d6011035930d7744b0ab442a2466b22db1c8b2581c2b2c65f,6,fulltext_evidence_extracted,
